genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G27510.1,0.23890479521796149,-0.4353090707800905,6.214892498261211,9.351536518350551,0.009318363468838168,0.027603454049199855,AT1G27510,EX2,EXECUTER 2
AT4G05400.1,0.10167249028902585,0.3770372877721129,4.260054688507266,9.349931373790104,0.009325845130941018,0.027620746183829013,AT4G05400,NA,NA
AT3G25410.1,0.43105856170217605,-0.4383659127640605,4.886431317107125,9.347796152387783,0.009335806819656726,0.02764537612610847,AT3G25410,NA,NA
AT5G19280.2,-0.1588977042383588,-0.15050003111691704,4.723777540007141,9.347105454987133,0.009339031485193355,0.027649193989585954,AT5G19280,KAPP;RAG1,kinase associated protein phosphatase;ROOT ATTENUATED GROWTH 1
AT4G28360.1,0.3393137027760734,-0.2961702664832193,5.042486241770126,9.346814998732683,0.009340387873736549,0.027649193989585954,AT4G28360,NA,NA
AT2G25730.2,0.21866137518503226,-0.001901915677985266,7.692395917043715,9.345771716899073,0.009345261473254266,0.02765874691493982,AT2G25730,NA,NA
AT2G17640.1,0.5465238753123276,-0.3161536606573576,3.2080330511068005,9.342029444517506,0.009362764100001768,0.02770566745040157,AT2G17640,ATSERAT3;1;SAT-106,NA;SERINE ACETYLTRANSFERASE 106
AT4G34910.1,0.062345926714626,0.32096776060829435,4.6384074010678535,9.337352874162553,0.009384682528298284,0.027765636103008605,AT4G34910,NA,NA
AT3G16370.1,0.4286437151009905,-0.011373904346293673,8.386223755776498,9.336189464440395,0.009390143231849597,0.02777690018521595,AT3G16370,NA,NA
AT1G31910.1,0.050510048636282966,0.25701041077497533,7.583001361413367,9.333163033229152,0.009404363299427686,0.027814066737162975,AT1G31910,NA,NA
AT4G34881.1,-0.25447842715645946,-0.05725430657015692,6.147716856407613,9.330328661460598,0.009417700478745163,0.027848609460031683,AT4G34881,NA,NA
AT4G22330.1,-0.2608484620024919,0.06583525251148212,5.464659204741498,9.329883802187044,0.009419795487429296,0.027849902216354236,AT4G22330,AtACER;ATCES1,CERAMIDASE;NA
AT2G31320.1,0.3740391883758385,-0.23288684548977107,4.063561412322544,9.324643825242074,0.009444507601610646,0.027918050888519664,AT2G31320,PARP1,POLY(ADP-RIBOSE) POLYMERASE 1
AT1G54000.1,-0.027645818836645703,-0.6515510423921536,6.71319389225892,9.32390524945344,0.009447995988005498,0.027921300590571636,AT1G54000,GLL22,GDSL lipase-like protein 22
AT2G41480.1,-0.8068053468077869,0.7793992738194634,3.2137453595934695,9.323707306083245,0.009448931118364173,0.027921300590571636,AT2G41480,AtPRX25;PRX25,NA;peroxidase 25
AT5G57280.1,-0.2763754639646973,0.6204652050765451,3.957307560533795,9.316938059987688,0.009480966371450116,0.02801103659408908,AT5G57280,RID2,root initiation defective 2
AT5G15200.1,0.1984480678213175,0.046575755846912086,7.900838682009653,9.31359822937118,0.009496812009084983,0.02805291804828884,AT5G15200,NA,NA
AT2G26355.1,-0.34265110837304297,-7.240135115766473e-4,3.912449139075944,9.310478243706694,0.009511638529374217,0.028091774904176775,AT2G26355,NA,NA
AT5G54650.1,-0.3838489815889659,0.3871200050687882,4.996316749982995,9.309713649815347,0.009515275494888455,0.028097576558029733,AT5G54650,ATFH5;Fh5,FORMIN HOMOLOGY 5;formin homology5
AT2G19760.1,0.0428698992126362,0.26387700091916616,6.220293217379309,9.307290709237606,0.00952680995385738,0.02812669251579088,AT2G19760,PFN1;PRF1,PROFILIN 1;profilin 1
AT5G65110.1,0.3513509796828902,-0.6955235317317123,6.401072524401627,9.304974263836016,0.009537850513891501,0.02815434032382065,AT5G65110,ACX2;ATACX2,acyl-CoA oxidase 2;NA
AT5G18255.1,0.15942705249615313,0.23890721087323813,4.367507451316852,9.303517677470577,0.009544799395502972,0.02816990250264484,AT5G18255,NA,NA
AT1G02000.1,-0.06504101464160997,-0.32635216626036145,4.2454808194669456,9.301571535323262,0.009554091683993954,0.028192374178713234,AT1G02000,GAE2,UDP-D-glucuronate 4-epimerase 2
AT3G11520.1,0.27558959930826327,0.1765193989519623,2.5685120150254197,9.30099539206362,0.009556844343219304,0.028195544102869875,AT3G11520,CYC2;CYCB1;3,CYCLIN 2;CYCLIN B1;3
AT1G55080.1,-0.22049032618323017,-0.1562245399770922,4.3892356963343895,9.29900053521892,0.009566381366853755,0.028218725299697316,AT1G55080,MED9,"NA"
AT5G19000.2,-0.2976719192523868,0.20559980518020643,5.4579076918682885,9.296280677695083,0.009579399814096069,0.028252165989641833,AT5G19000,ATBPM1;BPM1,BTB-POZ AND MATH DOMAIN 1;BTB-POZ and MATH domain 1
AT3G48425.1,0.3742394600979283,0.044316028174560415,2.816310007961234,9.294954707201386,0.00958575292062172,0.02826594055003059,AT3G48425,NA,NA
AT1G21900.1,-0.35770149501935405,0.2761753481350309,4.905032872324963,9.284362938919669,0.009636652617979566,0.028411043757360255,AT1G21900,p24delta5,p24 subfamily delta 5
AT5G55700.1,0.28315367935975083,-0.5627963783441999,4.042474811516884,9.28362779039543,0.009640195454542798,0.028416501744317334,AT5G55700,BAM4;BMY6,beta-amylase 4;BETA-AMYLASE 6
AT3G21295.1,-0.36068203080356814,0.4998535498001586,3.831221042088146,9.28264553160172,0.009644931200758855,0.028425473551148772,AT3G21295,NA,NA
AT3G21690.1,-0.4568001812709656,0.37917118736800076,6.649229699950397,9.281339822349722,0.009651229994585333,0.028439048005444483,AT3G21690,NA,NA
AT3G24840.1,0.020097351824252204,0.5346561160997738,4.232009680319128,9.277569029020327,0.00966944355592591,0.02848772050087677,AT3G24840,NA,NA
AT1G49750.1,-0.21704553093748713,-0.5247991189704255,8.55424593274476,9.27516164795776,0.00968108958127605,0.02851703031314332,AT1G49750,NA,NA
AT5G42010.1,-0.9104642191259051,0.6625263453669269,2.3777763162590166,9.274351122426513,0.009685013761522367,0.028523588039939384,AT5G42010,NA,NA
AT3G53920.1,0.3285807994486407,-0.534514925432487,5.864529968675285,9.270233554153155,0.00970497365372267,0.028577362385431574,AT3G53920,SIG3;SIGC,SIGMA FACTOR 3;RNApolymerase sigma-subunit C
AT1G26580.1,0.2855537592095816,-0.13254919364548212,7.048209579788197,9.264969634654989,0.009730550397460567,0.028647654421125143,AT1G26580,NA,NA
AT4G22360.1,0.19859496429436194,-0.5259672416987843,4.811279552316178,9.263882117591185,0.009735842906052233,0.02865821359361687,AT4G22360,NA,NA
AT1G32330.1,-0.369822027798441,0.5676193205897091,4.558286187539006,9.260911721003222,0.009750313306373794,0.02869578017410185,AT1G32330,ATHSFA1D;HSFA1D,heat shock transcription factor A1D;heat shock transcription factor A1D
AT2G14460.1,-0.06934911515069431,0.5080545686017595,3.461354316950742,9.259461591565515,0.009757385478131297,0.028711563959910258,AT2G14460,NA,NA
AT2G35000.1,-0.6651897422887897,0.5685848670709736,2.512733212584257,9.255346535225302,0.009777482241357533,0.02876566097593086,AT2G35000,ATL2G;ATL9,NA;Arabidopsis toxicos en levadura 9
AT4G26980.1,0.17726357961570358,0.34081026665923475,3.115158646065594,9.253377349657626,0.009787113820630113,0.02878895553716779,AT4G26980,NA,NA
AT2G13290.1,0.246323255698155,0.17465019340064847,3.8022503358290236,9.251564747840261,0.009795987911470006,0.02881001416750431,AT2G13290,NA,NA
AT5G02120.1,0.475069206375745,-0.452502179504762,4.624162237458399,9.248662721778675,0.009810212334995261,0.0288431348198546,AT5G02120,OHP;OHP1;PDE335,one helix protein;one-helix LHC-like protein 1;PIGMENT DEFECTIVE 335
AT1G55480.1,-0.2040401143215804,-0.21511898199780286,7.318802405755331,9.248566665096657,0.009810683514533554,0.0288431348198546,AT1G55480,ZKT,"protein containing PDZ domain, a K-box domain, and a TPR region"
AT3G55450.2,-0.5483162012134147,0.23454647889571392,5.695441450675473,9.247209180846422,0.009817344699068609,0.02885766817141795,AT3G55450,PBL1,PBS1-like 1
AT1G05410.1,0.3901823503818635,-0.17365609375281055,4.05019765167869,9.24565438999659,0.009824979625216309,0.028873755777375616,AT1G05410,NA,NA
AT5G19730.1,-0.2592294265535012,0.694221358941053,3.87674602238168,9.245394739151678,0.009826255240148605,0.028873755777375616,AT5G19730,NA,NA
AT1G53800.2,0.47331706877542534,-0.3178564391102128,6.259577648096425,9.244302265466288,0.009831624169006375,0.02888447961090208,AT1G53800,NA,NA
AT3G62680.1,-0.4215317707279264,-0.41167333308671433,5.833117727819396,9.240444657775711,0.009850605743491177,0.028935185501819945,AT3G62680,ATPRP3;PRP3,ARABIDOPSIS THALIANA PROLINE-RICH PROTEIN 3;proline-rich protein 3
AT2G03350.1,0.1296266406869037,-0.47648197630673117,4.893372506640403,9.240083181834551,0.00985238628288293,0.02893535614792838,AT2G03350,NA,NA
AT1G80910.1,-0.3574048455046592,0.4318291890519913,4.902338926735457,9.239565713635551,0.009854935760979995,0.028937784626586773,AT1G80910,CCZ1b,CALCIUM CAFFEINE ZINC SENSITIVITY 1b
AT1G04940.1,0.33111592330015427,-0.2755531080454345,5.647607470880312,9.238485152799257,0.009860261628395137,0.028947034540204208,AT1G04940,atTIC20;AtTic20-I;TIC20;Tic20-I,translocon at the inner envelope membrane of chloroplasts 20;translocon at the inner envelope membrane of chloroplasts 20-I;translocon at the inner envelope membrane of chloroplasts 20;translocon at the inner envelope membrane of chloroplasts 20-I
AT1G65590.1,0.39019213195885855,-0.5840800438861263,4.959695473259857,9.238227462910727,0.009861532155103797,0.028947034540204208,AT1G65590,ATHEX1;HEXO3,NA;beta-hexosaminidase 3
AT4G31000.1,-0.5022294531541556,0.10945702667754702,5.973265689312638,9.235368986030483,0.009875636712925503,0.02898337196723192,AT4G31000,NA,NA
AT5G45775.2,0.18423905865480975,0.07149436660747112,6.25019007569309,9.232944419154169,0.009887616043458744,0.02901346059634296,AT5G45775,NA,NA
AT5G46390.2,0.2806967403118239,-0.43753440386131565,4.850819675197886,9.232322932217976,0.009890689032990282,0.029017409197555667,AT5G46390,NA,NA
AT5G44600.1,0.5456553231785561,-0.5323448588845815,3.0535800515612523,9.23002737328622,0.00990204788024454,0.029043347738134627,AT5G44600,NA,NA
AT3G10610.1,0.11999801872509692,0.18160973186135926,4.686625403058452,9.229822697094047,0.009903061288826228,0.029043347738134627,AT3G10610,NA,NA
AT5G08170.1,-0.2468939642153071,-0.023617615948996504,4.531553287749607,9.229488361665277,0.00990471689932575,0.029043347738134627,AT5G08170,ATAIH;EMB1873,AGMATINE IMINOHYDROLASE;EMBRYO DEFECTIVE 1873
AT1G07200.2,-0.11674268294029576,-0.23516245773531358,5.012070211722667,9.226287020769991,0.009920583782396412,0.02908479702626131,AT1G07200,SMXL6,SMAX1-like 6
AT5G51750.1,0.46876867471794814,-0.4800392384147975,5.667209063329261,9.22459376763905,0.009928986368596017,0.029104352121103558,AT5G51750,ATSBT1.3;SBT1.3,subtilase 1.3;subtilase 1.3
AT3G58680.1,0.29209629474008936,-0.029181373986646844,7.26879300371882,9.2215637286304,0.009944040377281567,0.029140296343655673,AT3G58680,ATMBF1B;MBF1B,MULTIPROTEIN BRIDGING FACTOR 1B;multiprotein bridging factor 1B
AT2G04795.1,0.33313273571810076,-1.351378969790374,2.070583896863789,9.221427431033488,0.009944718074776948,0.029140296343655673,AT2G04795,NA,NA
AT3G52072.1,0.6564222102502777,-0.6980712845256812,2.050757498348234,9.215591140864763,0.009973780588634552,0.029217957542258824,AT3G52072,NA,NA
AT5G19010.1,0.3168439511110591,-0.3643627127623179,6.316465198122985,9.215406769312153,0.009974700071721791,0.029217957542258824,AT5G19010,MPK16,mitogen-activated protein kinase 16
AT4G02900.1,0.38743733433344063,-0.04509075353517542,3.1053868283538115,9.212296301417247,0.009990225133311133,0.029258331941159996,AT4G02900,NA,NA
AT2G25690.1,-0.12622837646612195,0.7622139769584675,2.1816107241788485,9.204570318856337,0.010028891922541312,0.02936645553543167,AT2G25690,NA,NA
AT1G14840.1,0.4031432824453792,-0.10690928343323398,5.2491338798400475,9.203460009971266,0.010034461052166314,0.029377642247358296,AT1G14840,ATMAP70-4;MAP70-4,microtubule-associated proteins 70-4;microtubule-associated proteins 70-4
AT3G23050.1,0.28614087130605775,0.07104599392390175,7.187238038450765,9.20142404971481,0.01004468113515302,0.029402439168746398,AT3G23050,AXR2;IAA7,AUXIN RESISTANT 2;indole-3-acetic acid 7
AT3G58560.1,0.03959557661967629,0.2520028267835326,6.565772613530678,9.196446990465098,0.01006970874979444,0.029470563987421046,AT3G58560,AtCCR4a,"NA"
AT3G63030.1,-0.3493541899570388,0.7320109148732797,3.370017220913179,9.195242173480093,0.010075776655357766,0.029483186210303974,AT3G63030,MBD4,methyl-CPG-binding domain 4
AT1G72770.1,-0.4223131624803903,0.46244205221608625,4.897576953089708,9.194581617395826,0.010079105012755895,0.029485781536934173,AT1G72770,AtHAB1;HAB1,NA;HYPERSENSITIVE TO ABA1
AT3G46980.3,0.25026056151258547,-7.668025649420284e-4,4.421354281795206,9.19436950514337,0.010080174020275789,0.029485781536934173,AT3G46980,PHT4;3,phosphate transporter 4;3
AT5G19320.1,-0.06231622043170079,0.3893324854178343,4.632258134764841,9.18838728509512,0.010110370067169031,0.02956559759472324,AT5G19320,RANGAP2,RAN GTPase activating protein 2
AT5G18370.1,-0.21407742558964582,0.6199628347689798,3.420674094528266,9.188266573059316,0.010110980307261444,0.02956559759472324,AT5G18370,DSC2,DOMINANT SUPRESSOR OF camta3 NUMBER 2
AT1G12050.1,0.32907368098259776,-0.22220869739971463,5.333039056593056,9.18415717429539,0.010131776690090796,0.02962125245681087,AT1G12050,AtFAH;FAH;SSCD1,NA;fumarylacetoacetate hydrolase;short-day sensitive cell deathshort-day sensitive cell deathshort-day sensitive cell death 111
AT4G25670.1,-0.4285154175206323,0.5601153831772004,4.853649792744948,9.181988508604862,0.01014276886684886,0.02964307136294259,AT4G25670,NA,NA
AT4G25672.1,-0.4285154175206323,0.5601153831772004,4.853649792744948,9.181988508604862,0.01014276886684886,0.02964307136294259,AT4G25672,NA,NA
AT1G33420.1,-0.3651972226484844,0.49324484335962887,4.043178336750829,9.181072012478635,0.010147417836145933,0.02965149977899035,AT1G33420,NA,NA
AT2G18100.1,0.5991073876255157,-0.12848296887874747,1.9404470499421178,9.17962682327637,0.010154752955329362,0.02966777302549182,AT2G18100,NA,NA
AT5G42670.1,0.4620998032521984,-0.2033457974042333,3.37472409016462,9.177754788241014,0.010164262431807234,0.029690392034764344,AT5G42670,NA,NA
AT1G33780.1,0.33997198608648654,-0.5234129084869235,5.206610523709996,9.171301410595921,0.010197112313456914,0.029781169985007426,AT1G33780,NA,NA
AT5G62550.1,0.20236250982437107,0.19710330404705476,4.340061350255805,9.170830706273554,0.010199512508312164,0.029783002021056153,AT5G62550,NA,NA
AT2G41310.1,-0.421023012133269,0.35495800184792947,5.444706884586069,9.169177995802627,0.01020794441226675,0.029802443201541386,AT2G41310,ARR8;ATRR3;RR3,RESPONSE REGULATOR 8;response regulator 3;response regulator 3
AT3G20440.2,0.5947855472126374,-0.5859911962961531,4.331722703869903,9.168199875391883,0.010212937932623957,0.029811840891424822,AT3G20440,BE1;EMB2729,BRANCHING ENZYME 1;EMBRYO DEFECTIVE 2729
AT1G53400.1,0.44464737879899907,-0.44688831496308284,4.768147152519417,9.166462301700932,0.010221814654184602,0.02983256851557455,AT1G53400,NA,NA
AT3G24982.1,0.5521748491584808,0.15857362740644096,3.771892728832424,9.164732946979527,0.010230657048259428,0.029853188770837265,AT3G24982,ATRLP40;RLP40,receptor like protein 40;receptor like protein 40
AT3G22440.1,0.2679142017336426,-0.5741420745233561,8.635128107820108,9.163861154686316,0.010235117524325545,0.029861017591376316,AT3G22440,NA,NA
AT3G15090.1,-0.12286324367536298,0.5712121318982822,4.184893990475174,9.16157326151289,0.010246832651544451,0.029890005506736456,AT3G15090,NA,NA
AT2G32910.1,-0.3200428118419287,0.31826615849371803,5.7767777009801184,9.160098404572203,0.010254391744475162,0.02990686231170803,AT2G32910,NA,NA
AT4G25320.1,0.008008298896671748,0.36817730584071445,4.593424932424757,9.15708293008754,0.01026986433417451,0.029942724885400607,AT4G25320,AHL3,AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 3
AT5G40850.1,-0.1484671461321295,-0.2737505331599591,7.890400175584715,9.157007233522535,0.010270253038256938,0.029942724885400607,AT5G40850,AtUPM1;UPM1,NA;urophorphyrin methylase 1
AT4G28730.1,-0.5292986272053996,0.2854515980612898,3.990081081526197,9.153711091557337,0.010287193099650755,0.02998690905449124,AT4G28730,GrxC5,glutaredoxin C5
AT3G25740.1,0.5815104658566149,-0.5150155296985728,3.254825777202062,9.145911115799374,0.01032739136346799,0.030095207457934283,AT3G25740,MAP1B;MAP1C,methionine aminopeptidase 1C;METHIONINE AMINOPEPTIDASE 1C
AT1G61740.1,0.41048095266618084,0.2656934321910521,7.7308885133990675,9.145807095355906,0.0103279285073511,0.030095207457934283,AT1G61740,NA,NA
AT5G64640.1,0.41733243500124545,-0.2517148332749374,4.060008916111681,9.142804679903595,0.010343444516884275,0.03013195489318473,AT5G64640,NA,NA
AT2G40480.1,-0.4103182990347997,0.33663223274494214,4.415504075984516,9.14267278437687,0.010344126666408496,0.03013195489318473,AT2G40480,NA,NA
AT1G10865.1,-0.46288734994431396,0.4201073841035999,4.0709662340869315,9.140966599489824,0.0103529549278286,0.03014848655972642,AT1G10865,NA,NA
AT3G60720.1,-0.4100744458307621,-0.0330610341872188,2.2451557994462865,9.140540460402182,0.01035516106223395,0.03014848655972642,AT3G60720,PDLP8,plasmodesmata-located protein 8
AT1G56140.1,-0.4498619673620637,0.110745174364954,5.87874566068351,9.140535668801848,0.010355185871160274,0.03014848655972642,AT1G56140,NA,NA
AT1G08920.2,0.22765435199475798,-0.6223605131136111,4.201557667173992,9.136820427789509,0.010374439754447243,0.030196492096305337,AT1G08920,ESL1,ERD (early response to dehydration) six-like 1
AT5G42940.1,-0.2725150566924425,0.033764474351430686,5.772764395970976,9.136660474031693,0.010375269502939127,0.030196492096305337,AT5G42940,NA,NA
AT2G41490.1,-0.3233833840420517,0.15714425692184286,4.213476820874853,9.13606707931443,0.010378348274704883,0.03020022045154466,AT2G41490,GPT,UDP-glcnac-adolichol phosphate glcnac-1-p-transferase
AT2G24980.1,-0.6069654643397592,-0.7469231889741232,6.2977750760239255,9.134630915358429,0.01038580345595766,0.030216680335405737,AT2G24980,EXT6,extensin 6
AT4G05190.1,0.3566545680697103,-0.09161367156450909,4.630116775855499,9.132421397671422,0.010397283604402657,0.030244842817378395,AT4G05190,ATK5,kinesin 5
AT1G61960.1,0.2554879620679673,0.30081314664378855,2.3952301864200467,9.131798295373798,0.010400523394708122,0.030249029173771078,AT1G61960,NA,NA
AT2G28320.1,-0.277163573339983,0.4555606347842597,5.466842872033625,9.130342019769717,0.010408099166721094,0.03026122331558944,AT2G28320,NA,NA
AT5G01730.1,-0.30061287164303235,-0.02414966417702416,5.329914992639594,9.130299806805132,0.01040831884740019,0.03026122331558944,AT5G01730,ATSCAR4;SCAR4;WAVE3,NA;SCAR family protein 4;NA
AT1G61990.1,0.3511328475747646,0.10997989042244519,3.6720702843501556,9.127745048187363,0.010421622713768957,0.030294254730265164,AT1G61990,NA,NA
AT5G15630.1,-0.0874778210909232,0.6656345314402737,2.7307732704918872,9.127425750903864,0.010423286644498639,0.030294254730265164,AT5G15630,AtCOBL4;COBL4;IRX6,NA;COBRA-LIKE4;IRREGULAR XYLEM 6
AT3G14940.1,-0.3217553862323987,-0.008909261951456767,7.1381759781794285,9.125623265295175,0.01043268479095442,0.030316324477295157,AT3G14940,ATPPC3;PPC3,phosphoenolpyruvate carboxylase 3;phosphoenolpyruvate carboxylase 3
AT5G61830.1,0.4224867393183799,-0.1854506209072536,2.9610051155896926,9.125150841751928,0.010435149404985643,0.030318241932610485,AT5G61830,NA,NA
AT5G23520.1,-0.29771225947984215,0.602216404565949,4.226222134882026,9.123517282542636,0.010443676103933935,0.03033776843679512,AT5G23520,NA,NA
AT1G63650.1,0.5221915557719345,0.009501242519323352,2.022358844535841,9.120487940641395,0.010459506822884709,0.030378501922136966,AT1G63650,AtEGL3;ATMYC-2;EGL1;EGL3,NA;NA;NA;ENHANCER OF GLABRA 3
AT2G15620.1,-0.4479474207687116,0.3549490502411035,8.530755208622942,9.11611195970653,0.010482417178787489,0.03043977980751098,AT2G15620,ATHNIR;NIR;NIR1,ARABIDOPSIS THALIANA NITRITE REDUCTASE;NITRITE REDUCTASE;nitrite reductase 1
AT5G67070.1,0.4041521146070783,-0.294357250843228,5.374953186979633,9.109190589797269,0.010518756365176546,0.030540025609851505,AT5G67070,RALF34;RALFL34,RAPID ALKALINIZATION FACTOR 34;ralf-like 34
AT5G10800.1,0.38025482912996544,0.014037647576098529,3.242996014912347,9.10668511418033,0.010531941866236742,0.03057302426316071,AT5G10800,NA,NA
AT2G35945.1,-0.26474097589492707,0.5887656766620831,4.915590657263296,9.105615531392107,0.01053757576445595,0.030584093860935645,AT2G35945,NA,NA
AT4G31780.2,0.14500489156752222,-0.41918169913555525,6.5781895271539685,9.09970930162251,0.010568740430065976,0.030669246931193356,AT4G31780,EMB2797;MGD1;MGDA;UGT81A1,EMBRYO DEFECTIVE 2797;monogalactosyl diacylglycerol synthase 1;MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE A;UDP-glycosyl transferase 81A1
AT1G73930.1,0.18184828930514493,0.13465649325033158,4.946498121095132,9.097925826017761,0.01057816917879198,0.030691306396291272,AT1G73930,NA,NA
AT4G17840.1,-0.3797086434447079,0.4115109608193371,5.588564853686317,9.09563452088392,0.010590295030145063,0.030721182215749772,AT4G17840,NA,NA
AT1G72050.2,0.1911461660051395,0.18701557936316413,5.187663786988339,9.094136679641185,0.010598229291174504,0.030733685248285753,AT1G72050,TFIIIA,transcription factor IIIA
AT2G30620.1,0.2711692267578179,-0.0016843491955367991,7.248162952604392,9.09413011054373,0.010598264101632202,0.030733685248285753,AT2G30620,H1.2,Histone 1.2
AT1G08590.1,0.013046378645249242,-0.36536332541067124,4.252726503227298,9.090202598690173,0.010619096954199325,0.0307887831780453,AT1G08590,ATPXL1;PXL1,PHLOEM INTERCALATED WITH XYLEM-LIKE 1;PXY-like1
AT4G31600.1,-0.5574488886735025,0.8254009584284101,3.76497126822936,9.089085746756899,0.01062502858971629,0.030800665276728898,AT4G31600,UTr7,UDP-galactose transporter 7
AT1G75980.1,0.32407812434522554,0.04886972055561425,2.85926527441986,9.08421784922204,0.010650920862406356,0.030870396750787503,AT1G75980,NA,NA
AT3G08010.1,0.4403172994190941,-0.43376134068020694,5.855196314659415,9.083362394216076,0.01065547752862755,0.030878276177922066,AT3G08010,ATAB2,"NA"
AT5G22890.1,-0.41335445071130994,0.24751701247551838,3.9685937846301993,9.08049907182659,0.010670743487549738,0.030917181760494662,AT5G22890,STOP2,sensitive to proton rhizotoxicity 2
AT3G27930.1,-0.3177813076643662,0.46808436912349405,4.081007745248248,9.080033006288126,0.010673230410210394,0.030919054606160443,AT3G27930,AtOM47;OM47,NA;outer membrane 47
AT2G14100.1,-0.4169972371200428,-0.01935093535587831,2.128127535156085,9.078925221171465,0.01067914387066764,0.030930851359197535,AT2G14100,CYP705A13,"""cytochrome P450, family 705, subfamily A, polypeptide 13"""
AT3G20070.1,0.47140591661671244,-0.10537970651760044,3.4537349403651323,9.078012394438826,0.010684019087143413,0.030939637415087432,AT3G20070,TTN9,TITAN9
AT5G22390.1,-0.23641898921865967,-0.46028468298469566,2.931958974055073,9.077021773564207,0.010689312304094275,0.03094840229851062,AT5G22390,NA,NA
AT3G22200.2,0.409654894571455,-0.34640046384476425,7.8178851604539865,9.076756477645286,0.0106907303136054,0.03094840229851062,AT3G22200,GABA-T;HER1;POP2,GAMMA-AMINOBUTYRATE TRANSAMINASE;HEXENAL RESPONSE1;POLLEN-PISTIL INCOMPATIBILITY 2
AT5G58650.1,0.05885381115962974,-0.8433642208156582,3.436672968271519,9.072236608271716,0.010714917986854583,0.03101307843920919,AT5G58650,PSY1,plant peptide containing sulfated tyrosine 1
AT4G09180.1,-0.37238280827779147,0.6777501012864808,3.794951945223453,9.071740850426535,0.01071757431839151,0.031015423079183285,AT4G09180,FBH2,FLOWERING BHLH 2
AT5G41700.4,0.2679084861868434,-0.4787167883899079,8.2694644014602,9.070882775761248,0.010722173544438766,0.031023388455567832,AT5G41700,ATUBC8;UBC8,ARABIDOPSIS THALIANA UBIQUITIN CONJUGATING ENZYME 8;ubiquitin conjugating enzyme 8
AT4G15810.1,0.5774512609338426,-0.49120328828160587,3.11633818333737,9.070342295130745,0.010725071499552114,0.031026429502492847,AT4G15810,NA,NA
AT3G16530.1,-0.7467205703442409,0.026458169994638073,7.321573324643365,9.064036508774464,0.010758939867935566,0.031119048009891452,AT3G16530,NA,NA
AT1G59980.1,0.1861500232173915,-0.6242369006899341,2.967746585800647,9.0630659419799,0.010764162269895823,0.03112505016037889,AT1G59980,ARL2;ATDJC39;GPS4,ARG1-like 2;NA;gravity persistence signal 4
AT4G05450.1,0.20371571676408154,0.24996633244194402,3.6305759330971634,9.062745135153085,0.010765889016750732,0.03112505016037889,AT4G05450,ATMFDX1;MFDX1,ARABIDOPSIS MITOCHONDRIAL FERREDOXIN 1;mitochondrial ferredoxin 1
AT1G19370.1,0.23531680148812736,0.03975612663388621,5.037564897886834,9.062618000710469,0.010766573396152255,0.03112505016037889,AT1G19370,NA,NA
AT5G49430.1,0.3021480907214603,-0.05333247302644336,4.895505362323056,9.06224614512464,0.010768575387488204,0.031125481406471842,AT5G49430,NA,NA
AT1G80460.1,-0.5239646515684856,0.40728022173892514,6.696312255554803,9.053262323439313,0.010817055671070447,0.03126023021130439,AT1G80460,GLI1;NHO1,NA;nonhost resistance to P. s. phaseolicola 1
AT3G59840.1,0.6197923357946159,-0.5666904980515897,2.8173546825078657,9.051349294416159,0.010827407291740813,0.03128476351805193,AT3G59840,NA,NA
AT1G05140.1,0.4632499662791675,-0.46834597355918495,5.784014568975116,9.049732708028351,0.01083616254929322,0.031304676640683884,AT1G05140,NA,NA
AT1G18000.1,0.03822671765842836,-0.7367057206187895,5.2369440966469405,9.047835297083921,0.010846447754045134,0.03132900203235973,AT1G18000,NA,NA
AT1G37130.1,0.015125365172707395,-0.45385781213428744,10.186438646197978,9.044071948534679,0.010866876449802925,0.03138261259760002,AT1G37130,ATNR2;B29;CHL3;NIA2;NIA2-1;NR;NR2,ARABIDOPSIS NITRATE REDUCTASE 2;NA;CHLORATE RESISTANT 3;nitrate reductase 2;NA;NITRATE REDUCTASE;NITRATE REDUCTASE 2
AT5G42240.1,0.31960915657929573,-0.3261936843460816,5.075977525846615,9.043170792218117,0.010871773930245947,0.031391359617428956,AT5G42240,scpl42,serine carboxypeptidase-like 42
AT5G61480.1,0.33230362463399166,0.06188338377673201,5.510171134745595,9.042706270091859,0.010874299313279805,0.03139325557033639,AT5G61480,PXY;TDR,PHLOEM INTERCALATED WITH XYLEM;TDIF receptor
AT2G02410.1,0.03960720586488039,-0.4345160230461144,4.002759828047622,9.04060984686606,0.010885703856245092,0.03142077991083528,AT2G02410,NA,NA
AT3G18080.1,0.4694664710486224,-0.46941736404804635,8.138899587917631,9.03824082862576,0.010898605711416116,0.03145261593301483,AT3G18080,BGLU44,B-S glucosidase 44
AT2G33430.1,0.3886994963881838,-0.4595574158203552,6.592956791350677,9.035413070146674,0.010914025922360692,0.0314917075695186,AT2G33430,DAL;DAL1;MORF2,DIFFERENTIATION AND GREENING-LIKE;differentiation and greening-like 1;multiple organellar RNA editing factor 2
AT1G53920.1,-0.6971878333225545,0.19632041024050345,3.1893188649642137,9.033996322994684,0.01092175986887009,0.03150861137508992,AT1G53920,GLIP5,GDSL-motif lipase 5
